Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,62,0,5,5,36
4,91,1,4,7,77
4,62,1,4,6,44
2,54,1,5,7,31
6,65,0,8,7,54
3,42,1,6,8,22
7,62,0,4,2,50
5,59,1,9,6,47
4,84,1,4,5,66
5,79,1,9,1,65
8,96,1,6,4,92
3,78,0,4,2,59
7,95,1,8,4,88
6,47,0,9,8,36
1,57,0,4,7,27
7,80,0,4,8,68
7,45,1,5,8,33
1,66,1,8,7,41
9,75,0,8,7,73
6,54,1,5,5,42
2,76,0,9,5,53
5,97,1,7,5,84
4,44,1,6,9,30
7,78,0,8,5,73
8,48,1,7,8,42
1,46,0,9,9,21
5,80,0,6,0,67
3,59,1,8,9,40
1,49,1,4,5,22
3,65,1,8,7,48
6,43,0,6,0,29
7,77,1,7,5,69
8,63,1,4,8,55
4,53,1,6,5,35
3,80,1,9,1,63
5,40,0,6,0,24
9,56,1,8,3,53
6,84,0,9,5,71
9,63,1,5,9,58
6,66,1,5,9,55
2,46,1,4,8,19
5,48,0,6,4,33
9,82,0,7,6,79
8,74,1,4,5,68
7,97,0,9,5,90
1,51,0,4,8,22
4,60,1,8,4,45
7,42,1,9,1,34
7,54,1,7,7,49
6,60,1,6,2,48
8,49,1,9,8,45
6,72,1,6,4,58
3,85,0,6,0,62
4,98,1,4,3,80
3,91,1,8,8,73
1,45,1,4,0,18
5,41,1,5,7,26
1,68,0,5,7,41
1,94,0,6,8,71
2,79,0,8,8,57
4,72,1,9,5,56
6,43,1,6,4,29
8,98,0,9,6,97
3,43,0,6,8,22
1,68,1,4,4,41
3,76,1,6,2,56
3,99,1,6,8,83
5,99,1,8,9,87
4,59,1,8,0,42
4,80,0,9,0,63
9,62,1,8,9,59
7,84,0,6,3,77
4,57,1,8,1,38
3,88,0,8,6,66
6,64,0,7,1,53
3,40,0,7,6,19
6,93,1,5,7,82
9,54,1,4,7,50
6,73,1,4,2,58
4,87,0,8,8,71
5,59,0,5,9,46
6,93,1,5,9,80
3,76,0,9,9,60
8,66,0,7,5,62
4,61,0,5,3,44
8,90,0,6,7,84
3,44,1,9,3,23
7,73,0,8,3,66
9,78,1,6,7,76
4,42,0,4,3,22
8,56,0,7,0,48
3,63,1,6,5,43
7,63,0,8,7,55
3,42,1,6,2,21
7,84,1,6,1,78
6,46,1,5,5,32
2,64,1,7,0,40
3,95,1,4,4,74
6,42,1,8,5,31
4,54,1,9,7,38
6,68,0,9,6,57
1,89,1,8,5,64
1,68,0,4,1,41
3,49,0,8,7,31
8,71,0,5,7,62
8,62,1,9,4,57
4,78,1,9,2,62
6,48,0,6,7,36
8,76,1,5,4,70
7,91,0,9,2,83
7,79,0,5,8,67
4,53,0,5,8,35
9,43,1,4,6,39
6,59,0,9,7,47
3,67,1,7,4,45
5,53,0,4,4,34
5,83,1,4,4,68
5,73,0,5,1,60
8,52,1,7,2,46
9,70,0,4,7,66
9,72,1,7,5,70
6,91,1,9,8,80
6,78,1,5,6,66
9,67,0,4,5,62
4,64,0,7,3,44
6,71,0,8,6,58
4,48,1,4,3,29
1,67,1,4,6,43
7,97,0,4,4,86
6,70,0,7,1,61
9,56,1,6,6,51
7,92,0,9,7,83
7,62,1,4,9,53
2,52,1,8,1,29
9,94,1,8,5,93
9,49,0,5,3,44
6,55,1,6,4,46
3,45,0,6,0,23
1,87,1,7,5,62
4,50,0,5,7,32
3,97,0,7,1,73
1,91,1,5,0,64
3,42,1,9,8,23
4,67,1,6,1,49
8,80,1,9,7,77
9,54,0,7,4,50
3,99,0,5,1,80
6,52,0,6,4,39
5,81,0,6,8,64
6,91,0,4,5,78
4,95,1,7,2,80
6,84,1,4,7,72
7,56,0,6,0,45
9,46,1,7,8,43
7,67,1,7,8,59
6,77,1,9,3,67
1,52,1,8,7,27
2,99,1,5,2,77
1,56,1,8,5,31
9,54,0,8,9,52
9,75,1,6,9,72
7,67,1,9,7,60
2,54,0,5,8,31
6,85,0,8,7,76
4,92,0,8,8,77
1,50,1,7,3,24
1,95,0,6,9,70
5,70,1,8,0,56
2,43,0,5,6,19
4,74,1,4,9,57
1,73,1,4,3,46
4,91,0,6,0,76
6,66,1,4,2,51
4,49,1,7,6,34
1,69,1,7,2,43
7,84,1,5,0,72
2,59,0,9,6,40
9,68,0,6,7,65
3,97,0,6,4,77
8,92,1,4,5,87
8,68,0,8,2,62
3,62,0,8,4,45
4,96,1,9,2,82
2,89,0,8,1,66
4,60,0,9,6,44
9,87,0,5,9,86
2,82,1,6,6,59
3,49,0,4,7,26
4,80,0,5,0,60
5,51,0,7,1,35
1,69,1,7,1,41
7,90,1,7,2,85
7,72,0,9,6,64
9,57,0,9,6,55
4,53,0,6,6,35
6,61,1,7,0,50
2,60,1,9,1,38
4,40,0,9,7,23
2,88,0,8,8,63
5,82,1,9,9,67
7,91,1,7,6,84
1,99,0,5,0,75
7,54,1,7,3,45
6,75,0,8,9,65
6,86,0,7,7,75
8,93,1,4,4,84
8,61,0,8,0,54
6,71,0,6,6,59
3,97,0,7,5,80
5,85,0,9,8,72
2,93,0,5,3,69
5,72,0,7,3,55
9,97,0,5,7,97
1,80,1,4,3,53
5,98,1,6,2,84
6,78,0,9,6,71
7,62,1,8,4,56
9,82,0,8,8,77
6,94,0,6,4,84
5,41,1,4,8,26
7,41,0,4,5,30
1,77,0,7,5,49
5,94,1,4,5,79
2,90,1,7,6,69
4,68,1,5,3,50
7,91,1,6,3,80
5,85,1,5,8,73
6,99,1,5,6,88
2,42,0,5,9,18
3,78,1,5,5,56
7,46,1,8,0,37
2,75,0,4,6,51
6,68,0,6,5,56
5,94,1,6,3,82
1,76,0,9,7,54
4,88,0,5,6,69
2,97,0,6,7,76
4,75,0,7,8,58
1,62,0,6,0,31
2,84,0,5,2,62
8,55,0,6,1,50
6,87,1,4,2,72
2,70,0,5,1,47
6,73,1,8,5,65
9,89,0,4,8,85
7,40,0,6,1,29
9,57,1,8,3,54
5,97,0,9,4,84
7,79,0,4,4,69
7,82,1,9,0,73
3,95,0,7,5,75
7,95,0,4,4,87
1,54,1,8,5,28
9,87,1,9,3,85
6,88,0,7,5,76
5,56,1,9,8,43
7,83,0,6,0,76
5,49,0,5,5,31
5,59,1,9,0,47
7,45,1,6,6,33
7,47,1,5,3,37
3,84,1,5,5,64
3,73,0,8,6,53
3,71,1,7,4,50
6,90,1,7,8,80
6,93,0,4,7,84
3,81,0,6,2,60
3,43,0,8,0,20
8,83,0,9,9,79
8,89,0,6,7,86
7,78,0,9,3,70
4,59,0,9,6,40
4,63,0,9,3,46
3,63,0,4,6,43
5,94,1,4,0,78
3,65,1,8,0,46
8,64,0,4,1,59
7,75,1,8,4,67
3,46,0,4,9,25
9,49,0,7,5,44
5,97,0,8,1,83
9,86,0,7,0,79
7,51,1,7,8,45
7,40,1,8,6,32
6,91,0,6,7,80
2,89,1,5,5,66
9,64,1,4,8,61
6,55,0,9,7,44
8,44,0,4,3,34
1,58,1,9,4,33
5,43,1,6,1,25
1,45,0,5,0,17
8,65,0,6,5,60
8,88,1,5,2,81
1,78,0,8,3,52
9,95,0,8,0,92
2,94,0,9,5,72
9,78,1,7,7,76
1,48,1,7,9,23
9,84,0,9,3,80
4,91,1,8,9,74
9,53,0,9,7,53
7,87,1,7,9,80
6,94,1,9,2,84
5,48,1,8,6,34
9,54,0,6,2,52
2,76,0,4,5,52
2,89,0,8,3,64
9,92,1,9,5,91
3,59,0,8,6,39
8,47,0,8,7,39
9,71,0,7,5,70
8,86,0,9,3,79
4,60,1,7,8,42
1,96,0,9,6,70
4,80,0,7,8,63
9,58,1,7,2,55
2,68,0,6,4,42
3,97,1,8,0,77
8,70,1,6,7,65
6,93,1,7,0,78
8,45,0,6,0,40
7,43,1,8,6,32
5,82,1,8,7,67
9,68,1,7,2,68
4,81,0,8,1,64
6,42,1,6,6,29
2,40,1,5,9,20
2,83,1,8,4,61
2,94,0,6,0,70
7,54,1,6,1,47
2,86,1,6,2,63
2,60,0,8,5,39
9,85,0,5,0,78
7,97,0,7,7,88
3,70,1,7,1,50
3,46,1,8,4,26
7,56,1,8,7,46
5,95,1,4,4,80
6,58,0,9,7,48
8,78,1,5,5,72
9,99,0,6,6,96
1,42,1,9,7,19
3,69,1,6,2,48
7,74,1,9,4,67
6,97,0,7,9,89
7,96,0,9,6,86
8,68,0,8,8,60
6,89,0,5,5,77
3,91,1,7,9,76
2,93,1,9,0,71
7,53,1,5,7,44
1,74,1,8,5,49
3,67,1,6,0,46
4,97,0,4,3,78
1,69,0,5,5,43
5,65,1,6,9,51
3,46,1,5,0,24
2,78,1,5,9,57
3,70,1,5,4,49
8,44,0,8,2,37
6,74,1,7,6,66
7,89,1,5,7,81
6,86,1,8,2,72
6,91,1,4,9,80
3,53,0,7,2,31
8,75,1,8,2,68
7,66,0,4,5,56
7,63,0,7,5,57
6,79,1,8,2,68
5,68,1,4,5,56
8,92,1,8,8,87
5,84,1,4,7,69
9,61,1,5,6,55
9,47,0,5,6,46
1,54,0,7,7,28
6,88,0,4,6,72
7,44,0,5,2,36
3,91,0,7,7,69
7,43,1,6,7,34
7,50,1,5,0,42
2,57,0,5,9,33
7,81,1,9,4,72
1,88,1,8,4,65
5,69,0,6,0,53
9,54,0,4,5,49
7,45,0,7,5,36
7,94,1,6,3,85
2,92,0,4,5,68
8,55,0,5,5,49
3,86,1,9,0,68
8,79,1,7,4,75
3,48,0,7,1,28
7,82,1,6,6,74
2,98,0,8,8,75
4,73,1,4,8,56
6,66,0,9,8,55
9,52,1,9,6,50
5,75,1,6,6,61
9,66,1,8,0,63
5,48,0,8,5,34
8,44,0,8,4,38
1,90,0,7,7,65
7,61,1,4,7,50
4,70,1,4,3,48
5,42,1,6,0,24
6,69,0,5,5,57
5,60,1,6,9,46
1,74,0,4,0,46
9,45,0,7,4,42
2,67,0,6,4,46
9,71,0,5,2,66
2,81,0,9,4,59
9,76,1,6,5,73
6,64,1,8,4,53
9,71,1,5,0,64
6,74,1,8,6,64
6,61,1,7,2,49
2,63,1,4,6,38
8,78,0,6,4,71
3,93,1,6,2,73
7,69,0,8,5,63
5,89,0,8,0,74
3,71,0,4,5,49
1,70,0,6,3,44
8,62,0,4,3,57
3,79,1,8,4,60
2,72,1,9,8,52
1,64,1,8,0,38
4,75,0,5,2,54
8,63,1,8,3,57
3,70,1,8,1,53
1,97,0,9,8,75
4,78,0,4,6,60
9,85,1,5,0,79
1,52,0,5,8,26
2,49,0,6,5,25
9,62,0,9,1,61
2,57,1,7,0,31
3,71,0,6,5,50
7,72,0,6,6,63
3,75,0,6,9,57
9,67,0,5,5,65
6,55,0,4,6,39
3,55,1,8,5,36
9,57,1,5,7,55
1,47,0,8,1,20
3,81,0,8,8,62
1,55,1,7,8,33
2,94,1,6,8,72
8,95,0,7,6,90
7,50,0,6,8,41
2,45,1,5,0,20
2,40,0,8,2,16
9,51,0,7,1,46
6,96,1,9,0,82
5,77,1,5,4,62
6,67,1,5,0,54
9,84,1,9,2,82
7,97,0,6,5,88
9,56,0,8,5,56
4,40,0,6,2,21
2,71,0,6,3,47
8,47,1,5,6,40
4,93,1,6,5,76
9,79,0,4,1,73
4,95,0,9,8,78
8,82,0,9,5,74
9,85,1,8,1,82
9,63,1,9,6,61
4,49,1,6,9,34
1,86,0,6,9,61
3,78,0,7,3,58
9,78,0,8,0,76
4,49,1,8,9,34
5,75,0,9,8,62
7,64,1,6,9,56
5,99,0,4,7,82
4,89,0,7,4,75
2,98,1,4,2,74
2,96,1,6,3,73
4,49,0,8,2,31
9,58,1,8,9,56
8,85,1,4,7,79
3,84,1,5,4,62
9,54,1,6,7,51
5,55,1,8,0,39
3,41,0,9,8,22
5,68,0,5,9,54
4,43,0,8,2,22
8,92,0,9,0,86
5,89,1,8,2,73
8,68,0,5,1,60
9,70,1,4,6,64
4,56,0,6,9,39
7,49,0,5,3,37
2,66,1,5,6,43
6,92,0,8,2,84
8,80,0,9,5,75
7,54,0,5,6,46
7,99,0,6,6,93
8,83,0,4,4,74
7,70,0,9,5,62
5,60,0,4,2,45
7,99,1,4,3,90
3,98,0,6,5,75
5,97,0,8,2,81
7,80,0,9,6,72
9,85,0,9,2,83
2,84,0,6,8,61
4,99,0,9,3,83
7,65,1,5,1,54
1,77,0,7,5,48
2,90,0,7,8,68
9,75,1,7,9,73
7,91,1,4,9,84
7,56,0,9,1,47
6,90,0,6,3,78
3,42,0,9,4,22
3,53,1,6,8,32
2,88,1,9,6,68
6,52,0,4,4,37
4,80,0,5,5,62
5,66,1,7,8,53
3,40,1,7,3,19
6,96,1,9,1,86
3,56,1,4,4,36
8,87,0,7,6,81
9,89,1,9,3,90
4,73,1,8,0,56
9,53,0,9,7,51
7,93,1,6,4,87
3,94,0,7,9,72
7,98,1,7,1,90
1,56,0,8,2,27
3,42,1,5,9,21
6,73,0,9,9,63
4,79,0,5,4,60
7,64,1,9,3,58
3,41,0,8,8,21
1,73,0,5,8,45
9,65,1,4,7,61
6,70,0,8,1,58
8,48,0,9,4,42
3,69,1,6,7,49
8,59,1,6,7,50
2,60,0,6,6,33
4,68,0,9,3,48
3,98,0,7,2,78
1,64,0,8,7,37
7,77,0,8,7,66
2,97,1,5,9,72
4,83,0,8,4,66
9,64,1,8,2,63
6,48,1,5,4,35
8,78,1,8,3,70
2,83,1,8,7,60
7,65,0,4,1,56
6,96,0,9,7,86
9,76,0,5,9,73
7,55,1,4,5,45
1,76,1,7,3,50
8,51,0,5,2,43
3,63,1,9,9,44
2,65,0,8,4,43
3,59,1,8,5,43
6,48,1,4,0,33
3,62,1,4,0,37
5,78,1,7,9,63
6,68,1,7,2,56
8,70,1,9,1,65
7,58,1,8,0,48
8,59,0,6,7,56
3,62,0,7,0,41
4,82,1,8,9,68
6,66,1,7,7,55
7,69,0,5,4,61
9,60,1,4,3,52
1,83,0,8,7,58
8,74,0,7,7,67
8,88,0,4,7,81
6,46,0,6,2,33
4,61,0,7,7,44
3,49,1,8,0,29
3,62,1,5,3,44
6,54,0,4,4,40
8,69,1,4,5,62
7,73,0,5,4,63
1,52,1,8,4,27
6,99,1,9,4,86
7,43,1,6,8,35
7,57,1,9,9,50
9,95,1,5,9,96
5,62,1,6,2,49
1,72,1,8,1,46
2,73,1,7,9,49
4,73,0,7,1,58
5,75,0,9,7,65
9,74,1,8,4,72
1,56,1,6,4,29
3,67,1,9,5,48
5,53,0,5,8,39
3,73,1,9,6,53
4,87,1,8,4,68
3,50,0,8,4,33
4,96,0,7,9,80
1,52,0,5,8,22
8,72,1,7,8,68
4,96,0,6,1,79
7,94,1,6,6,83
2,41,0,4,9,19
2,73,1,8,0,47
6,92,1,5,3,77
2,68,1,5,1,45
6,76,0,7,9,65
2,43,1,9,8,22
4,51,1,9,5,36
7,65,1,7,3,59
8,97,0,9,2,95
3,67,1,5,3,45
9,42,1,7,1,38
2,59,1,9,4,37
8,49,1,4,8,42
8,91,0,8,5,86
4,57,1,4,1,37
1,92,0,9,5,69
1,92,0,6,8,67
2,92,1,5,3,69
9,66,0,4,0,60
2,70,0,4,1,45
2,66,0,7,4,46
6,81,1,7,9,71
7,40,0,7,6,31
7,45,0,9,7,37
9,50,1,6,2,46
6,73,1,4,8,61
8,78,0,8,1,74
6,59,0,7,3,44
2,92,0,6,3,68
1,60,1,9,5,36
5,60,0,6,9,46
9,57,1,7,5,54
8,60,0,5,2,52
4,58,0,4,8,43
5,43,1,7,4,28
5,52,0,8,1,39
6,57,1,4,5,44
3,91,0,6,2,70
5,68,1,8,7,52
2,64,1,4,2,39
1,95,0,8,4,70
1,52,1,6,3,25
7,66,0,7,3,57
2,99,1,8,1,77
4,58,1,7,7,41
5,88,1,6,2,73
7,40,0,6,3,32
2,77,1,8,5,56
6,58,1,8,8,48
1,91,1,6,3,62
7,40,0,8,2,31
9,79,0,8,4,79
5,56,1,8,8,42
5,60,1,9,0,46
4,61,0,8,4,42
3,54,1,4,3,32
9,89,1,6,4,83
5,78,1,6,6,62
8,87,1,5,6,81
9,78,1,7,6,79
5,71,1,5,0,58
9,88,0,8,8,85
2,43,1,8,6,21
9,83,1,4,3,79
4,84,0,4,3,65
6,71,0,4,1,57
6,43,0,4,5,31
6,92,0,4,9,80
2,40,1,4,2,13
7,72,0,4,0,61
6,46,1,4,4,36
1,48,0,9,5,23
2,40,0,4,4,14
7,55,0,6,4,47
1,57,1,4,9,33
1,93,0,7,7,66
1,86,0,4,9,63
8,45,0,9,0,39
4,41,1,8,7,26
4,48,1,9,6,32
2,43,0,9,0,22
1,84,1,8,8,60
9,62,0,4,3,55
7,93,1,4,6,87
4,82,0,8,2,65
6,84,1,7,7,74
2,82,0,5,3,55
7,90,1,6,1,81
2,47,1,8,1,24
8,78,0,4,7,72
8,64,0,6,7,58
1,55,1,4,0,26
8,74,0,5,5,69
2,56,0,5,8,30
6,57,0,8,8,49
1,99,0,6,1,72
5,66,1,9,7,51
7,54,0,6,7,43
1,99,1,9,3,75
2,56,1,5,3,32
7,82,0,4,4,73
6,44,0,9,9,37
3,55,1,9,6,37
2,54,0,8,0,28
4,81,0,7,8,61
3,85,1,5,2,61
7,73,1,9,3,65
8,87,1,5,6,82
2,58,0,8,4,35
7,47,0,4,4,33
8,86,1,6,0,82
6,49,1,5,1,34
6,44,0,8,4,30
1,91,0,8,1,65
4,87,0,8,0,71
1,92,1,6,9,64
4,65,0,5,2,43
2,61,0,9,0,41
5,83,1,8,9,74
9,62,0,6,7,59
3,52,1,4,7,31
8,48,0,7,7,42
3,88,1,5,6,68
6,59,1,6,6,47
4,67,1,7,1,49
8,83,0,7,8,78
6,96,0,6,6,81
8,76,0,9,4,71
1,63,0,9,3,37
6,83,1,6,7,72
1,72,0,6,4,45
1,59,0,8,5,32
8,99,1,4,3,92
7,87,1,9,1,79
3,69,1,8,6,48
6,83,1,7,1,71
9,48,0,7,6,45
7,84,1,7,6,76
3,88,0,6,0,66
6,56,0,5,9,44
4,75,1,8,9,61
3,53,1,5,2,32
9,58,1,4,2,56
2,46,1,4,5,25
1,98,1,8,2,73
2,42,0,7,8,17
7,72,1,9,4,68
1,83,0,4,5,53
6,71,1,5,5,59
7,86,0,5,7,79
9,50,0,9,9,45
8,81,0,6,2,71
6,41,1,7,8,33
3,65,1,6,6,46
8,43,1,8,5,36
7,56,0,4,0,47
3,56,0,9,3,36
9,67,1,9,4,65
2,69,1,9,1,45
3,79,0,6,0,56
2,62,0,6,1,38
1,85,1,8,7,63
4,63,1,5,9,46
5,68,1,5,5,55
6,43,0,8,9,32
5,77,0,9,1,64
1,68,1,5,8,42
3,58,1,8,7,39
1,66,1,5,3,39
5,68,1,8,9,57
5,95,1,5,6,81
6,75,0,9,2,63
8,74,1,6,5,66
1,91,0,6,2,64
4,45,0,9,9,28
1,98,0,5,2,73
9,62,0,9,8,60
7,78,0,8,5,70
7,85,0,6,7,76
5,83,0,4,3,68
7,87,0,5,3,76
2,91,1,4,7,69
4,47,1,4,6,26
7,94,1,7,4,86
3,41,1,4,1,20
2,52,1,4,5,28
2,79,0,9,0,56
1,96,0,7,6,68
5,60,0,7,8,46
6,70,0,7,4,55
6,91,0,8,4,80
9,87,1,7,6,85
4,75,1,9,4,56
1,87,0,8,9,65
6,91,1,5,3,79
5,77,1,8,0,64
6,66,1,5,5,51
3,75,1,7,8,53
2,87,1,7,3,61
6,62,0,5,9,52
1,94,1,6,3,67
7,60,1,9,4,50
7,52,0,8,5,45
7,76,0,9,2,68
1,86,0,9,8,62
4,65,0,4,0,42
7,79,0,7,5,67
9,46,0,8,5,41
5,85,0,9,7,72
2,78,0,8,4,55
7,61,1,9,8,54
1,78,0,7,8,54
7,62,0,9,1,53
6,97,1,5,4,85
7,69,0,7,6,60
3,57,0,8,1,38
3,81,0,6,6,61
7,57,0,9,8,52
2,85,1,5,7,62
1,49,1,7,9,22
9,78,0,4,8,72
9,69,1,7,3,66
7,65,1,8,7,58
7,46,1,8,8,39
3,46,1,4,9,25
2,44,1,5,1,18
7,40,1,8,9,35
9,85,0,5,2,82
1,57,0,5,0,29
4,52,1,7,0,34
6,64,1,5,9,53
7,79,1,9,5,74
7,47,0,8,0,37
2,49,0,8,4,25
4,71,0,6,5,54
5,56,0,5,8,39
1,77,0,6,5,52
1,54,0,7,3,27
3,54,1,6,0,30
3,96,0,5,5,75
8,87,0,8,6,80
9,79,0,7,4,79
1,90,1,5,5,62
2,59,0,7,9,37
2,54,1,4,7,30
4,74,1,5,0,52
2,45,0,4,7,20
7,69,0,6,1,60
9,96,0,5,1,90
7,47,1,4,7,37
6,70,0,9,1,58
1,87,1,8,7,63
9,86,1,6,4,83
5,71,0,5,8,56
5,84,0,5,8,66
6,97,0,8,7,87
9,91,1,8,8,88
8,54,0,4,6,44
8,57,1,4,7,52
8,52,0,4,5,43
1,63,1,7,8,38
1,79,0,6,1,52
8,53,0,5,2,45
5,67,1,6,1,50
9,50,1,8,5,48
2,45,0,9,2,20
9,95,1,6,0,88
8,64,1,6,3,58
9,40,1,4,4,33
4,64,1,8,3,48
1,41,0,6,5,15
1,71,1,5,2,44
5,52,0,4,9,36
2,72,0,6,5,48
8,71,0,8,9,66
5,95,1,9,0,84
5,63,0,5,5,47
2,66,0,9,7,45
7,43,0,8,9,35
8,63,0,8,7,58
1,62,0,8,0,35
2,68,1,9,6,44
4,73,0,7,9,59
5,60,1,5,9,46
2,69,0,8,3,46
1,65,0,7,5,39
9,59,1,4,5,53
1,55,1,7,4,29
4,42,0,4,9,23
2,88,0,9,8,69
4,76,0,7,9,61
8,97,0,9,7,90
8,79,0,8,5,75
9,83,1,7,3,82
5,64,0,7,3,50
7,62,0,8,8,51
3,83,1,4,3,63
4,98,1,8,6,82
9,40,0,5,5,32
1,72,1,7,1,46
2,54,1,5,4,30
5,56,1,8,2,42
3,73,0,9,8,53
2,56,0,8,9,37
1,91,0,6,0,64
3,97,1,5,9,81
1,80,0,6,3,53
1,83,0,5,3,53
1,43,1,9,8,22
8,52,0,6,0,42
3,43,1,6,1,22
1,46,1,5,0,18
7,85,1,8,0,76
3,98,1,4,0,77
8,48,0,8,2,42
4,62,0,4,3,43
4,72,0,5,9,57
5,72,1,7,1,57
6,59,0,8,0,45
7,43,0,6,4,30
4,40,1,8,5,21
8,93,1,5,1,86
6,81,0,7,2,71
1,73,1,7,9,49
1,66,0,8,2,40
9,60,1,8,1,56
6,63,1,9,3,54
8,54,0,8,4,46
7,74,1,5,7,65
6,64,1,4,5,54
4,94,1,9,8,78
7,48,0,4,2,36
9,56,0,6,9,53
7,60,0,5,8,51
1,99,1,9,3,75
9,52,1,7,7,47
4,42,1,9,9,26
3,43,1,6,6,23
4,43,0,7,6,24
4,82,0,9,8,63
2,67,1,7,9,45
1,46,0,8,1,22
1,65,0,7,4,37
8,50,0,9,2,43
2,63,1,7,6,42
5,82,0,5,2,67
4,49,0,8,4,32
8,76,0,8,4,70
2,52,0,6,1,28
9,83,0,8,0,80
7,81,1,4,5,72
7,78,0,5,0,67
1,58,0,6,8,32
2,90,1,4,9,67
4,58,0,7,4,37
4,51,1,4,0,31
3,91,1,6,7,70
7,61,1,8,0,52
8,86,1,5,3,80
2,76,0,6,6,50
4,95,0,4,3,78
3,69,1,4,4,51
2,85,0,6,6,62
6,51,1,9,3,40
4,68,0,9,4,48
6,60,0,6,6,48
2,50,1,9,0,27
4,99,0,6,2,78
6,76,1,8,0,65
5,87,0,6,2,74
3,97,0,7,1,78
8,57,0,5,4,50
7,83,1,5,9,75
3,98,1,7,4,82
6,66,1,4,9,56
4,76,0,4,8,57
5,87,1,4,7,75
5,51,1,4,2,35
7,62,1,8,0,53
5,73,0,7,4,60
3,77,0,5,2,55
5,62,0,7,4,47
7,92,0,5,8,85
5,64,1,4,0,45
5,43,0,8,0,25
9,69,1,6,8,67
3,69,0,6,2,48
6,52,1,9,9,39
1,81,1,4,4,54
5,88,0,4,8,73
8,53,1,7,4,47
5,95,1,8,2,81
9,86,1,8,8,84
6,47,1,7,6,34
8,94,0,8,6,86
8,63,0,8,7,60
3,57,1,6,4,37
7,74,0,8,1,65
7,64,1,4,8,55
6,56,1,6,2,46
7,71,0,4,1,60
2,95,1,4,9,71
9,63,0,7,9,62
1,46,1,9,4,23
1,52,0,8,7,27
3,66,0,8,2,48
3,87,1,8,5,71
1,44,0,8,8,19
7,75,1,6,1,64
4,65,0,5,7,49
2,81,1,4,9,58
5,84,0,9,6,68
6,70,0,9,2,59
9,49,0,5,0,46
4,85,1,5,5,67
2,65,0,5,1,38
5,61,1,6,2,46
3,51,0,5,4,29
2,71,0,6,7,51
1,66,1,7,1,40
2,72,0,7,5,49
6,92,1,9,0,82
8,91,1,7,6,89
3,59,1,6,3,41
9,78,1,6,0,75
9,80,1,4,8,78
2,79,0,5,8,53
8,98,1,8,2,91
5,52,0,8,5,39
4,53,1,5,6,37
5,83,1,8,3,69
4,79,0,8,5,62
8,92,0,8,8,87
4,61,1,9,9,46
6,57,1,6,5,45
2,87,0,6,6,65
5,68,0,6,5,53
6,82,1,5,6,70
5,55,1,7,0,38
2,85,1,9,5,67
7,74,0,9,8,68
4,92,1,8,2,79
8,73,0,4,5,64
7,42,0,6,3,32
7,43,1,9,6,35
9,93,1,9,6,92
1,44,0,4,8,17
6,49,1,8,3,38
6,91,1,9,7,84
6,68,0,9,7,58
6,71,1,7,7,62
7,70,0,4,7,62
6,41,0,8,5,29
1,51,1,8,7,28
3,66,0,6,5,45
2,44,0,7,9,20
6,76,1,8,1,65
8,66,0,7,2,62
3,62,1,6,5,42
8,72,0,4,6,68
8,43,0,9,3,37
5,98,0,9,0,82
8,60,0,5,3,52
6,63,0,5,5,50
5,83,0,5,7,71
9,70,0,9,3,67
7,83,1,7,9,77
8,87,0,5,0,80
1,63,1,4,4,37
2,88,0,8,6,65
8,92,0,7,5,87
9,49,1,9,2,46
4,88,1,4,6,70
9,88,1,9,3,88
4,89,0,7,4,72
9,41,1,7,6,38
7,70,0,7,1,57
2,64,0,6,3,40
9,43,1,8,3,40
4,90,0,5,5,69
8,50,1,6,6,44
7,56,1,8,3,51
7,83,1,9,9,76
8,41,1,5,0,33
1,45,0,6,0,17
5,48,0,6,4,29
2,44,1,4,0,21
2,59,1,6,2,35
1,68,0,7,8,46
5,60,0,9,2,44
2,48,1,6,2,22
4,67,0,7,8,50
3,94,0,8,4,77
3,47,0,8,7,29
2,70,0,7,9,49
6,59,1,4,8,44
2,66,0,4,5,43
8,47,1,8,6,42
8,93,1,9,6,90
5,60,1,6,6,46
7,67,0,8,3,58
4,62,0,8,1,44
1,45,1,7,1,20
2,42,0,4,6,15
4,44,1,9,9,25
1,48,1,7,6,22
8,46,0,8,9,44
9,99,0,5,6,99
4,43,0,6,7,25
3,78,1,8,2,60
2,44,1,7,4,21
5,50,0,5,5,36
3,54,1,5,7,37
7,73,1,8,7,67
6,52,1,9,9,42
1,93,0,4,2,63
8,87,0,5,3,80
2,46,0,6,5,22
5,79,1,7,3,65
9,45,0,7,9,43
8,95,1,7,3,93
2,78,1,8,4,56
9,89,1,7,9,90
5,69,0,7,6,55
6,61,1,6,1,49
3,64,0,4,1,41
3,67,1,9,9,49
8,93,0,8,8,88
2,59,0,8,3,35
2,78,0,7,4,55
5,42,0,6,2,26
6,44,0,5,1,29
2,40,0,7,9,17
5,54,0,7,7,40
7,65,0,8,3,53
8,42,1,8,0,36
7,79,1,7,5,71
8,96,1,8,5,94
9,80,1,6,1,76
5,86,1,5,1,71
5,81,0,5,7,66
4,73,0,5,6,57
9,91,0,7,1,84
5,44,0,9,9,28
2,70,0,7,0,46
8,90,1,7,7,85
7,52,1,6,9,43
8,82,0,5,1,73
3,40,1,8,4,19
4,61,1,8,5,43
5,54,0,4,9,37
6,65,0,4,0,51
